-41.28	8.7167	41	8.91362
-37.9733	6.3783	27	29.4966
-35.3283	4.15	67	17.2401
-26.94	17.655	89	110.774
-28.9833	18.9483	67	101.354
-30.0967	19.6617	58	96.16
-31.4633	20.6983	55	89.2766
-39.4883	26.05	54	35.4129
-41.4367	26.9833	41	20.5118
-44.0967	29.585	84	9.49469
-19.3067	23.105	22	164.197
-22.7067	21.275	39	142.524
-28.14	18.5467	76	105.313
-29.825	17.7233	51	98.3916
-32.3683	17.1783	61	88.1759
-35.8217	17.1517	59	70.2317
-39.0383	17.335	111	49.7085
-45.0267	17.33	26	11.0833
-46.7083	17.2867	270	1.83647
-47.355	17.2733	30	6.85324
-35.0483	0.015	47	59.3077
-38.2033	1.0083	50	69.7595
-47.8067	26.5633	20	22.6208
-46.9967	26.9167	47	18.3711
-47.3583	26.2417	70	18.4994
-47.245	26.4633	21	18.5042
-46.285	26.5867	90	12.751
-46.1783	26.7317	116	12.4708
-46.255	26.5767	94	12.5074
-45.3767	26.4717	113	5.74427
-46.6917	26.7917	141	15.9814
-44.9733	26.37	360	2.27979
-45.035	25.2233	283	2.54379
-45.0033	25.27	136	2.51271
-48.01	24.4783	100	13.8758
-48.915	24.9067	64	22.4125
-48.8633	12.12	53	45.5289
-47.2667	11.64	62	26.8301
-45.1517	11.5067	29	10.3931
-42.625	11.54	87	8.68926
-42.7417	2.865	46	72.343
-32.7933	0.005	81	46.6136
-34.82	3.27	191	25.8614
-45.8967	2.3083	49	91.1797
-50.015	9.8517	47	64.6529
-14.055	35.3267	50	142.883
-12.9983	35.4517	62	150.068
-13.3283	33.99	54	155.078
-13.9633	33.5817	42	153.006
-1.9667	1.0017	47	63.2049
-0.2517	2.46	36	85.7279
-3.16	1.2083	47	61.07
-7.2367	2.4767	46	94.6859
-8.45	2.92	48	93.6477
-9.0783	1.7333	60	86.3363
-10.6067	1.485	59	80.5198
-11.6417	3.0683	53	87.4253
-13.6233	1.04	56	64.6208
-15.5133	5.78	62	92.5274
-17.575	8.1567	57	99.2956
-27.9933	22.6017	44	106.003
-29.9733	26.4217	36	90.7378
-36.7217	27.7567	32	46.7126
-30.7833	26.1033	48	87.2313
-34.88	26.7583	47	61.8555
-31.1117	25.93	34	86.1263
-43.6917	36.0883	40	52.7646
-43.895	35.5817	44	52.5123
-5.7767	3.795	57	104.938
-7.9317	1.4883	50	67.3796
-8.8167	2.9767	62	92.9676
-9.54	3.0767	67	90.8259
-10.9717	2.1017	64	79.7514
